,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
282148,4,19,2,2022-04-19,B6,N984JB,1373,11618,EWR,"Newark, NJ",NJ,12892,LAX,"Los Angeles, CA",CA,747,808.0,21.0,21.0,1.0,1.0,0700-0759,1050,1107.0,17.0,17.0,1.0,1.0,1000-1059,0.0,,0.0,363.0,359.0,328.0,2454.0,10,17.0,0.0,0.0,0.0,0.0
304971,4,6,3,2022-04-06,DL,N379DN,2840,13204,MCO,"Orlando, FL",FL,11433,DTW,"Detroit, MI",MI,2059,2136.0,37.0,37.0,1.0,2.0,2000-2059,2343,50.0,67.0,67.0,1.0,4.0,2300-2359,0.0,,0.0,164.0,194.0,160.0,957.0,4,0.0,0.0,30.0,0.0,37.0
417106,4,24,7,2022-04-24,NK,N641NK,3026,10721,BOS,"Boston, MA",MA,13577,MYR,"Myrtle Beach, SC",SC,2125,2140.0,14.0,14.0,0.0,0.0,2100-2159,2335,2330.0,-5.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,130.0,111.0,96.0,738.0,3,,,,,
474935,4,27,3,2022-04-27,OO,N712SK,3252,11695,FLG,"Flagstaff, AZ",AZ,14107,PHX,"Phoenix, AZ",AZ,1808,1926.0,78.0,78.0,1.0,5.0,1800-1859,1902,2023.0,81.0,81.0,1.0,5.0,1900-1959,0.0,,0.0,54.0,57.0,29.0,119.0,1,0.0,0.0,0.0,0.0,81.0
206837,4,1,5,2022-04-01,AA,N543UW,1155,11298,DFW,"Dallas/Fort Worth, TX",TX,14107,PHX,"Phoenix, AZ",AZ,1511,1555.0,44.0,44.0,1.0,2.0,1500-1559,1545,1620.0,35.0,35.0,1.0,2.0,1500-1559,0.0,,0.0,154.0,145.0,125.0,868.0,4,0.0,0.0,0.0,0.0,35.0
565113,4,1,5,2022-04-01,UA,N467UA,1185,13930,ORD,"Chicago, IL",IL,15096,SYR,"Syracuse, NY",NY,1906,2005.0,59.0,59.0,1.0,3.0,1900-1959,2159,2246.0,47.0,47.0,1.0,3.0,2100-2159,0.0,,0.0,113.0,101.0,81.0,607.0,3,0.0,0.0,0.0,0.0,47.0
239712,4,18,1,2022-04-18,PT,N686AE,6231,11995,GSO,"Greensboro/High Point, NC",NC,14100,PHL,"Philadelphia, PA",PA,1810,1801.0,-9.0,0.0,0.0,-1.0,1800-1859,1940,1938.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,90.0,97.0,71.0,365.0,2,,,,,
179009,4,1,5,2022-04-01,AA,N130AN,1780,12889,LAS,"Las Vegas, NV",NV,11298,DFW,"Dallas/Fort Worth, TX",TX,504,504.0,0.0,0.0,0.0,0.0,0001-0559,950,928.0,-22.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,166.0,144.0,123.0,1055.0,5,,,,,
242183,4,4,1,2022-04-04,AS,N630VA,525,12892,LAX,"Los Angeles, CA",CA,14747,SEA,"Seattle, WA",WA,900,847.0,-13.0,0.0,0.0,-1.0,0900-0959,1155,1220.0,25.0,25.0,1.0,1.0,1100-1159,0.0,,0.0,175.0,213.0,172.0,954.0,4,0.0,0.0,25.0,0.0,0.0
34919,4,3,7,2022-04-03,WN,N561WN,2796,15304,TPA,"Tampa, FL",FL,14843,SJU,"San Juan, PR",PR,1300,1314.0,14.0,14.0,0.0,0.0,1300-1359,1550,1557.0,7.0,7.0,0.0,0.0,1500-1559,0.0,,0.0,170.0,163.0,148.0,1237.0,5,,,,,
532999,4,25,1,2022-04-25,UA,N458UA,504,11292,DEN,"Denver, CO",CO,11066,CMH,"Columbus, OH",OH,1740,1736.0,-4.0,0.0,0.0,-1.0,1700-1759,2226,2212.0,-14.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,166.0,156.0,136.0,1154.0,5,,,,,
33873,4,3,7,2022-04-03,WN,N8509U,3723,13871,OMA,"Omaha, NE",NE,11292,DEN,"Denver, CO",CO,1415,1431.0,16.0,16.0,1.0,1.0,1400-1459,1445,1500.0,15.0,15.0,1.0,1.0,1400-1459,0.0,,0.0,90.0,89.0,76.0,472.0,2,6.0,0.0,0.0,0.0,9.0
407082,4,13,3,2022-04-13,NK,N682NK,2,13930,ORD,"Chicago, IL",IL,11697,FLL,"Fort Lauderdale, FL",FL,515,521.0,6.0,6.0,0.0,0.0,0001-0559,915,934.0,19.0,19.0,1.0,1.0,0900-0959,0.0,,0.0,180.0,193.0,150.0,1182.0,5,0.0,0.0,13.0,6.0,0.0
306833,4,9,6,2022-04-09,DL,N304DN,2911,10721,BOS,"Boston, MA",MA,13303,MIA,"Miami, FL",FL,710,705.0,-5.0,0.0,0.0,-1.0,0700-0759,1039,1052.0,13.0,13.0,0.0,0.0,1000-1059,0.0,,0.0,209.0,227.0,202.0,1258.0,6,,,,,
373864,4,11,1,2022-04-11,G4,297NV,707,12451,JAX,"Jacksonville, FL",FL,11193,CVG,"Cincinnati, OH",KY,1031,1021.0,-10.0,0.0,0.0,-1.0,1000-1059,1220,1211.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,109.0,110.0,92.0,613.0,3,,,,,
317806,4,3,7,2022-04-03,DL,N310DU,2877,13198,MCI,"Kansas City, MO",MO,14869,SLC,"Salt Lake City, UT",UT,1829,,,,,,1800-1859,2015,,,,,,2000-2059,1.0,A,0.0,166.0,,,920.0,4,,,,,
219821,4,1,5,2022-04-01,AA,N812AW,1322,11298,DFW,"Dallas/Fort Worth, TX",TX,11292,DEN,"Denver, CO",CO,1636,1638.0,2.0,2.0,0.0,0.0,1600-1659,1740,1737.0,-3.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,124.0,119.0,100.0,641.0,3,,,,,
342626,4,28,4,2022-04-28,DL,N332NW,1214,10397,ATL,"Atlanta, GA",GA,14683,SAT,"San Antonio, TX",TX,1126,1120.0,-6.0,0.0,0.0,-1.0,1100-1159,1300,1234.0,-26.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,154.0,134.0,120.0,874.0,4,,,,,
463008,4,12,2,2022-04-12,OO,N954SW,4681,11292,DEN,"Denver, CO",CO,11637,FAR,"Fargo, ND",ND,1005,1002.0,-3.0,0.0,0.0,-1.0,1000-1059,1305,1242.0,-23.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,120.0,100.0,78.0,627.0,3,,,,,
474303,4,28,4,2022-04-28,OO,N701SK,3231,14107,PHX,"Phoenix, AZ",AZ,14689,SBA,"Santa Barbara, CA",CA,1427,1419.0,-8.0,0.0,0.0,-1.0,1400-1459,1602,1551.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,95.0,92.0,73.0,455.0,2,,,,,
43579,4,13,3,2022-04-13,WN,N8322X,2694,10693,BNA,"Nashville, TN",TN,12892,LAX,"Los Angeles, CA",CA,905,916.0,11.0,11.0,0.0,0.0,0900-0959,1140,1228.0,48.0,48.0,1.0,3.0,1100-1159,0.0,,0.0,275.0,312.0,289.0,1797.0,8,0.0,0.0,37.0,0.0,11.0
417395,4,16,6,2022-04-16,NK,N656NK,306,12889,LAS,"Las Vegas, NV",NV,11066,CMH,"Columbus, OH",OH,2200,2308.0,68.0,68.0,1.0,4.0,2200-2259,444,558.0,74.0,74.0,1.0,4.0,0001-0559,0.0,,0.0,224.0,230.0,187.0,1771.0,8,0.0,0.0,74.0,0.0,0.0
284280,4,14,4,2022-04-14,DL,N584NW,330,12892,LAX,"Los Angeles, CA",CA,12173,HNL,"Honolulu, HI",HI,1330,1329.0,-1.0,0.0,0.0,-1.0,1300-1359,1628,1629.0,1.0,1.0,0.0,0.0,1600-1659,0.0,,0.0,358.0,360.0,320.0,2556.0,11,,,,,
31700,4,29,5,2022-04-29,WN,N7830A,1726,12889,LAS,"Las Vegas, NV",NV,14107,PHX,"Phoenix, AZ",AZ,1620,1630.0,10.0,10.0,0.0,0.0,1600-1659,1730,1732.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,70.0,62.0,43.0,255.0,2,,,,,
25686,4,27,3,2022-04-27,WN,N7881A,1466,14122,PIT,"Pittsburgh, PA",PA,10693,BNA,"Nashville, TN",TN,2010,2015.0,5.0,5.0,0.0,0.0,2000-2059,2050,2041.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,100.0,86.0,73.0,462.0,2,,,,,
433876,4,20,3,2022-04-20,OH,N536EA,5263,14100,PHL,"Philadelphia, PA",PA,13342,MKE,"Milwaukee, WI",WI,1615,1609.0,-6.0,0.0,0.0,-1.0,1600-1659,1739,947.0,,,,,1700-1759,0.0,,1.0,144.0,,,690.0,3,,,,,
246592,4,11,1,2022-04-11,AS,N467AS,249,14057,PDX,"Portland, OR",OR,14262,PSP,"Palm Springs, CA",CA,1055,1328.0,153.0,153.0,1.0,10.0,1000-1059,1315,1551.0,156.0,156.0,1.0,10.0,1300-1359,0.0,,0.0,140.0,143.0,118.0,873.0,4,0.0,47.0,3.0,0.0,106.0
552909,4,4,1,2022-04-04,UA,N413UA,2191,13930,ORD,"Chicago, IL",IL,14986,SRQ,"Sarasota/Bradenton, FL",FL,730,934.0,124.0,124.0,1.0,8.0,0700-0759,1107,1312.0,125.0,125.0,1.0,8.0,1100-1159,0.0,,0.0,157.0,158.0,131.0,1050.0,5,96.0,0.0,1.0,0.0,28.0
414387,4,11,1,2022-04-11,NK,N954NK,201,11697,FLL,"Fort Lauderdale, FL",FL,15024,STT,"Charlotte Amalie, VI",VI,1250,1320.0,30.0,30.0,1.0,2.0,1200-1259,1528,1547.0,19.0,19.0,1.0,1.0,1500-1559,0.0,,0.0,158.0,147.0,125.0,1107.0,5,15.0,0.0,4.0,0.0,0.0
339323,4,1,5,2022-04-01,DL,N397DA,2351,10397,ATL,"Atlanta, GA",GA,14193,PNS,"Pensacola, FL",FL,2303,2352.0,48.0,48.0,1.0,3.0,2300-2359,2313,2356.0,42.0,42.0,1.0,2.0,2300-2359,0.0,,0.0,70.0,64.0,47.0,271.0,2,42.0,0.0,0.0,0.0,0.0
517078,4,30,6,2022-04-30,UA,N27733,1784,14843,SJU,"San Juan, PR",PR,11618,EWR,"Newark, NJ",NJ,1857,1846.0,-11.0,0.0,0.0,-1.0,1800-1859,2258,2250.0,-8.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,241.0,244.0,225.0,1608.0,7,,,,,
411341,4,28,4,2022-04-28,NK,N605NK,1488,13577,MYR,"Myrtle Beach, SC",SC,10529,BDL,"Hartford, CT",CT,1940,2148.0,127.0,127.0,1.0,8.0,1900-1959,2129,2332.0,124.0,124.0,1.0,8.0,2100-2159,0.0,,0.0,109.0,106.0,92.0,664.0,3,0.0,0.0,0.0,0.0,124.0
408035,4,9,6,2022-04-09,NK,N661NK,1096,13204,MCO,"Orlando, FL",FL,14100,PHL,"Philadelphia, PA",PA,1800,1841.0,41.0,41.0,1.0,2.0,1800-1859,2028,2052.0,25.0,25.0,1.0,1.0,2000-2059,0.0,,0.0,148.0,132.0,110.0,861.0,4,15.0,0.0,1.0,0.0,9.0
395534,4,25,1,2022-04-25,MQ,N285NN,3813,13303,MIA,"Miami, FL",FL,10397,ATL,"Atlanta, GA",GA,1646,,,,,,1600-1659,1850,,,,,,1800-1859,1.0,A,0.0,124.0,,,594.0,3,,,,,
121534,4,8,5,2022-04-08,YX,N428YX,4693,14100,PHL,"Philadelphia, PA",PA,10397,ATL,"Atlanta, GA",GA,1550,1635.0,45.0,45.0,1.0,3.0,1500-1559,1811,1837.0,26.0,26.0,1.0,1.0,1800-1859,0.0,,0.0,141.0,122.0,105.0,666.0,3,26.0,0.0,0.0,0.0,0.0
235332,4,23,6,2022-04-23,PT,N672AE,6078,10990,CHO,"Charlottesville, VA",VA,11057,CLT,"Charlotte, NC",NC,1554,1544.0,-10.0,0.0,0.0,-1.0,1500-1559,1713,1708.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,79.0,84.0,45.0,245.0,1,,,,,
256657,4,26,2,2022-04-26,AS,N551AS,1410,14747,SEA,"Seattle, WA",WA,14908,SNA,"Santa Ana, CA",CA,1345,1339.0,-6.0,0.0,0.0,-1.0,1300-1359,1629,1617.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,164.0,158.0,138.0,978.0,4,,,,,
483205,4,11,1,2022-04-11,OO,N206SY,5294,13485,MSN,"Madison, WI",WI,13930,ORD,"Chicago, IL",IL,1151,1143.0,-8.0,0.0,0.0,-1.0,1100-1159,1257,1254.0,-3.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,66.0,71.0,32.0,109.0,1,,,,,
375374,4,18,1,2022-04-18,G4,335NV,2251,11624,EYW,"Key West, FL",FL,14761,SFB,"Sanford, FL",FL,900,914.0,14.0,14.0,0.0,0.0,0900-0959,1008,1015.0,7.0,7.0,0.0,0.0,1000-1059,0.0,,0.0,68.0,61.0,48.0,292.0,2,,,,,
300822,4,10,7,2022-04-10,DL,N107DU,2713,14492,RDU,"Raleigh/Durham, NC",NC,12953,LGA,"New York, NY",NY,1133,1128.0,-5.0,0.0,0.0,-1.0,1100-1159,1300,1303.0,3.0,3.0,0.0,0.0,1300-1359,0.0,,0.0,87.0,95.0,73.0,431.0,2,,,,,
478138,4,22,5,2022-04-22,OO,N931EV,4324,10333,APN,"Alpena, MI",MI,11433,DTW,"Detroit, MI",MI,1155,1153.0,-2.0,0.0,0.0,-1.0,1100-1159,1255,1245.0,-10.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,60.0,52.0,40.0,198.0,1,,,,,
365585,4,23,6,2022-04-23,F9,N328FR,1286,14107,PHX,"Phoenix, AZ",AZ,13204,MCO,"Orlando, FL",FL,2254,2328.0,35.0,35.0,1.0,2.0,2200-2259,557,626.0,29.0,29.0,1.0,1.0,0001-0559,0.0,,0.0,243.0,237.0,216.0,1849.0,8,8.0,0.0,0.0,0.0,21.0
476553,4,14,4,2022-04-14,OO,N448SW,3889,11433,DTW,"Detroit, MI",MI,14711,SCE,"State College, PA",PA,1345,1534.0,109.0,109.0,1.0,7.0,1300-1359,1501,1644.0,103.0,103.0,1.0,6.0,1500-1559,0.0,,0.0,76.0,70.0,48.0,301.0,2,103.0,0.0,0.0,0.0,0.0
108760,4,2,6,2022-04-02,YV,N86324,6082,12264,IAD,"Washington, DC",VA,14685,SAV,"Savannah, GA",GA,839,845.0,6.0,6.0,0.0,0.0,0800-0859,1038,1030.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,119.0,105.0,94.0,515.0,3,,,,,
336389,4,10,7,2022-04-10,DL,N385DN,2257,10397,ATL,"Atlanta, GA",GA,14524,RIC,"Richmond, VA",VA,1046,1333.0,167.0,167.0,1.0,11.0,1000-1059,1220,1457.0,157.0,157.0,1.0,10.0,1200-1259,0.0,,0.0,94.0,84.0,67.0,481.0,2,157.0,0.0,0.0,0.0,0.0
184673,4,16,6,2022-04-16,AA,N803NN,2920,15304,TPA,"Tampa, FL",FL,13930,ORD,"Chicago, IL",IL,1404,1403.0,-1.0,0.0,0.0,-1.0,1400-1459,1559,1558.0,-1.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,175.0,175.0,150.0,1011.0,5,,,,,
542631,4,6,3,2022-04-06,UA,N463UA,2371,14635,RSW,"Fort Myers, FL",FL,11618,EWR,"Newark, NJ",NJ,1434,1437.0,3.0,3.0,0.0,0.0,1400-1459,1729,1757.0,28.0,28.0,1.0,1.0,1700-1759,0.0,,0.0,175.0,200.0,153.0,1068.0,5,0.0,0.0,28.0,0.0,0.0
78101,4,24,7,2022-04-24,WN,N563WN,1959,11292,DEN,"Denver, CO",CO,13342,MKE,"Milwaukee, WI",WI,2035,2124.0,48.0,48.0,1.0,3.0,2000-2059,2350,21.0,31.0,31.0,1.0,2.0,2300-2359,0.0,,0.0,135.0,118.0,106.0,896.0,4,31.0,0.0,0.0,0.0,0.0
240358,4,1,5,2022-04-01,AS,N566AS,825,14747,SEA,"Seattle, WA",WA,13830,OGG,"Kahului, HI",HI,1125,1129.0,4.0,4.0,0.0,0.0,1100-1159,1440,1516.0,36.0,36.0,1.0,2.0,1400-1459,0.0,,0.0,375.0,407.0,369.0,2640.0,11,0.0,0.0,36.0,0.0,0.0
213314,4,24,7,2022-04-24,AA,N927NN,2645,10423,AUS,"Austin, TX",TX,13303,MIA,"Miami, FL",FL,1045,1058.0,13.0,13.0,0.0,0.0,1000-1059,1421,1434.0,13.0,13.0,0.0,0.0,1400-1459,0.0,,0.0,156.0,156.0,135.0,1103.0,5,,,,,
315164,4,4,1,2022-04-04,DL,N392DA,1655,11292,DEN,"Denver, CO",CO,12953,LGA,"New York, NY",NY,952,953.0,1.0,1.0,0.0,0.0,0900-0959,1529,1513.0,-16.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,217.0,200.0,177.0,1620.0,7,,,,,
27693,4,28,4,2022-04-28,WN,N272WN,1772,11697,FLL,"Fort Lauderdale, FL",FL,10693,BNA,"Nashville, TN",TN,1905,1915.0,10.0,10.0,0.0,0.0,1900-1959,2030,2060.0,29.0,29.0,1.0,1.0,2000-2059,0.0,,0.0,145.0,164.0,112.0,793.0,4,10.0,0.0,19.0,0.0,0.0
385100,4,5,2,2022-04-05,HA,N492HA,554,12982,LIH,"Lihue, HI",HI,12173,HNL,"Honolulu, HI",HI,2017,2029.0,12.0,12.0,0.0,0.0,2000-2059,2054,2104.0,9.0,9.0,0.0,0.0,2000-2059,0.0,,0.0,37.0,34.0,21.0,102.0,1,,,,,
166859,4,10,7,2022-04-10,AA,N954NN,311,12478,JFK,"New York, NY",NY,11057,CLT,"Charlotte, NC",NC,1200,1159.0,-1.0,0.0,0.0,-1.0,1200-1259,1404,1356.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,124.0,117.0,93.0,541.0,3,,,,,
210525,4,8,5,2022-04-08,AA,N969AN,2539,13303,MIA,"Miami, FL",FL,10721,BOS,"Boston, MA",MA,1945,1948.0,3.0,3.0,0.0,0.0,1900-1959,2314,2240.0,-33.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,209.0,173.0,145.0,1258.0,6,,,,,
375954,4,2,6,2022-04-02,G4,274NV,1000,11986,GRR,"Grand Rapids, MI",MI,14112,PIE,"St. Petersburg, FL",FL,900,918.0,18.0,18.0,1.0,1.0,0900-0959,1134,1215.0,41.0,41.0,1.0,2.0,1100-1159,0.0,,0.0,154.0,177.0,153.0,1044.0,5,18.0,0.0,23.0,0.0,0.0
536104,4,23,6,2022-04-23,UA,N483UA,473,11292,DEN,"Denver, CO",CO,14057,PDX,"Portland, OR",OR,1610,2021.0,251.0,251.0,1.0,12.0,1600-1659,1747,2152.0,245.0,245.0,1.0,12.0,1700-1759,0.0,,0.0,157.0,151.0,130.0,991.0,4,20.0,0.0,0.0,0.0,225.0
431000,4,14,4,2022-04-14,OH,N537EA,5172,11986,GRR,"Grand Rapids, MI",MI,14100,PHL,"Philadelphia, PA",PA,800,800.0,0.0,0.0,0.0,0.0,0800-0859,956,1018.0,22.0,22.0,1.0,1.0,0900-0959,0.0,,0.0,116.0,138.0,77.0,573.0,3,0.0,0.0,22.0,0.0,0.0
433315,4,23,6,2022-04-23,OH,N603NN,5246,11298,DFW,"Dallas/Fort Worth, TX",TX,15412,TYS,"Knoxville, TN",TN,1830,1825.0,-5.0,0.0,0.0,-1.0,1800-1859,2138,2144.0,5.0,5.0,0.0,0.0,2100-2159,0.0,,0.0,128.0,138.0,98.0,771.0,4,,,,,
65825,4,7,4,2022-04-07,WN,N7827A,1516,11292,DEN,"Denver, CO",CO,10994,CHS,"Charleston, SC",SC,1230,1236.0,6.0,6.0,0.0,0.0,1200-1259,1745,1742.0,-3.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,195.0,186.0,167.0,1449.0,6,,,,,
163798,4,7,4,2022-04-07,9E,N602XJ,5456,13487,MSP,"Minneapolis, MN",MN,11977,GRB,"Green Bay, WI",WI,1555,1601.0,6.0,6.0,0.0,0.0,1500-1559,1658,1736.0,38.0,38.0,1.0,2.0,1600-1659,0.0,,0.0,63.0,95.0,45.0,252.0,2,0.0,0.0,32.0,0.0,6.0
7925,4,2,6,2022-04-02,WN,N7838A,1671,14570,RNO,"Reno, NV",NV,12954,LGB,"Long Beach, CA",CA,945,1036.0,51.0,51.0,1.0,3.0,0900-0959,1110,1201.0,51.0,51.0,1.0,3.0,1100-1159,0.0,,0.0,85.0,85.0,68.0,402.0,2,1.0,0.0,0.0,0.0,50.0
269094,4,14,4,2022-04-14,B6,N521JB,365,10721,BOS,"Boston, MA",MA,14635,RSW,"Fort Myers, FL",FL,2136,2216.0,41.0,41.0,1.0,2.0,2100-2159,105,148.0,43.0,43.0,1.0,2.0,0001-0559,0.0,,0.0,209.0,211.0,192.0,1249.0,5,35.0,0.0,2.0,0.0,6.0
575234,4,13,3,2022-04-13,G7,N551GJ,4446,11278,DCA,"Washington, DC",VA,11618,EWR,"Newark, NJ",NJ,1101,1125.0,24.0,24.0,1.0,1.0,1100-1159,1220,1230.0,10.0,10.0,0.0,0.0,1200-1259,0.0,,0.0,79.0,65.0,41.0,199.0,1,,,,,
429437,4,6,3,2022-04-06,OH,N584NN,5131,11057,CLT,"Charlotte, NC",NC,10781,BTR,"Baton Rouge, LA",LA,1256,1413.0,77.0,77.0,1.0,5.0,1200-1259,1411,1516.0,65.0,65.0,1.0,4.0,1400-1459,0.0,,0.0,135.0,123.0,100.0,675.0,3,19.0,0.0,0.0,0.0,46.0
410479,4,18,1,2022-04-18,NK,N517NK,134,13204,MCO,"Orlando, FL",FL,12266,IAH,"Houston, TX",TX,710,710.0,0.0,0.0,0.0,0.0,0700-0759,853,855.0,2.0,2.0,0.0,0.0,0800-0859,0.0,,0.0,163.0,165.0,140.0,854.0,4,,,,,
271122,4,22,5,2022-04-22,B6,N570JB,1141,10529,BDL,"Hartford, CT",CT,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,1405,1448.0,43.0,43.0,1.0,2.0,1400-1459,1714,1740.0,26.0,26.0,1.0,1.0,1700-1759,0.0,,0.0,189.0,172.0,159.0,1133.0,5,4.0,0.0,0.0,0.0,22.0
404976,4,25,1,2022-04-25,MQ,N611AE,4176,14842,SJT,"San Angelo, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1334,1355.0,21.0,21.0,1.0,1.0,1300-1359,1436,1500.0,24.0,24.0,1.0,1.0,1400-1459,0.0,,0.0,62.0,65.0,41.0,229.0,1,0.0,0.0,3.0,0.0,21.0
156098,4,18,1,2022-04-18,9E,N582CA,5088,12953,LGA,"New York, NY",NY,11995,GSO,"Greensboro/High Point, NC",NC,822,812.0,-10.0,0.0,0.0,-1.0,0800-0859,1019,1002.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,117.0,110.0,84.0,461.0,2,,,,,
261509,4,14,4,2022-04-14,B6,N216JB,1061,12953,LGA,"New York, NY",NY,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,1930,2010.0,40.0,40.0,1.0,2.0,1900-1959,2234,2328.0,55.0,55.0,1.0,3.0,2200-2259,0.0,,0.0,184.0,199.0,161.0,1035.0,5,0.0,0.0,55.0,0.0,0.0
429800,4,18,1,2022-04-18,OH,N509AE,5139,14122,PIT,"Pittsburgh, PA",PA,14100,PHL,"Philadelphia, PA",PA,1138,1422.0,164.0,164.0,1.0,10.0,1100-1159,1249,1602.0,193.0,193.0,1.0,12.0,1200-1259,0.0,,0.0,71.0,100.0,49.0,268.0,2,24.0,0.0,29.0,0.0,140.0
18880,4,19,2,2022-04-19,WN,N8608N,1384,11259,DAL,"Dallas, TX",TX,12892,LAX,"Los Angeles, CA",CA,1635,1657.0,22.0,22.0,1.0,1.0,1600-1659,1800,1822.0,22.0,22.0,1.0,1.0,1800-1859,0.0,,0.0,205.0,205.0,185.0,1246.0,5,22.0,0.0,0.0,0.0,0.0
356890,4,1,5,2022-04-01,F9,N389FR,750,14107,PHX,"Phoenix, AZ",AZ,11292,DEN,"Denver, CO",CO,550,542.0,-8.0,0.0,0.0,-1.0,0001-0559,839,826.0,-13.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,109.0,104.0,85.0,602.0,3,,,,,
150549,4,30,6,2022-04-30,9E,N368CA,4846,10781,BTR,"Baton Rouge, LA",LA,10397,ATL,"Atlanta, GA",GA,1729,1835.0,66.0,66.0,1.0,4.0,1700-1759,2009,2058.0,49.0,49.0,1.0,3.0,2000-2059,0.0,,0.0,100.0,83.0,61.0,448.0,2,49.0,0.0,0.0,0.0,0.0
269026,4,15,5,2022-04-15,B6,N520JB,270,11697,FLL,"Fort Lauderdale, FL",FL,10721,BOS,"Boston, MA",MA,1415,1525.0,70.0,70.0,1.0,4.0,1400-1459,1734,2047.0,193.0,193.0,1.0,12.0,1700-1759,0.0,,0.0,199.0,322.0,181.0,1237.0,5,10.0,0.0,123.0,0.0,60.0
307057,4,15,5,2022-04-15,DL,N303DN,574,10721,BOS,"Boston, MA",MA,10397,ATL,"Atlanta, GA",GA,820,814.0,-6.0,0.0,0.0,-1.0,0800-0859,1110,1106.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,170.0,172.0,147.0,946.0,4,,,,,
136483,4,29,5,2022-04-29,YX,N219YX,5845,12339,IND,"Indianapolis, IN",IN,12953,LGA,"New York, NY",NY,835,829.0,-6.0,0.0,0.0,-1.0,0800-0859,1039,1028.0,-11.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,124.0,119.0,96.0,660.0,3,,,,,
120094,4,5,2,2022-04-05,YX,N112HQ,4653,12478,JFK,"New York, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,2155,2208.0,12.0,12.0,0.0,0.0,2100-2159,2337,2360.0,22.0,22.0,1.0,1.0,2300-2359,0.0,,0.0,102.0,112.0,74.0,427.0,2,0.0,0.0,10.0,0.0,12.0
161671,4,26,2,2022-04-26,9E,N601XJ,5346,11308,DHN,"Dothan, AL",AL,10397,ATL,"Atlanta, GA",GA,651,648.0,-3.0,0.0,0.0,-1.0,0600-0659,900,856.0,-4.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,69.0,68.0,35.0,170.0,1,,,,,
42950,4,12,2,2022-04-12,WN,N7751A,1567,14893,SMF,"Sacramento, CA",CA,10800,BUR,"Burbank, CA",CA,1400,,,,,,1400-1459,1515,,,,,,1500-1559,1.0,A,0.0,75.0,,,358.0,2,,,,,
365174,4,22,5,2022-04-22,F9,N332FR,2639,14576,ROC,"Rochester, NY",NY,11697,FLL,"Fort Lauderdale, FL",FL,1054,1148.0,54.0,54.0,1.0,3.0,1000-1059,1359,1446.0,47.0,47.0,1.0,3.0,1300-1359,0.0,,0.0,185.0,178.0,159.0,1183.0,5,3.0,0.0,32.0,0.0,12.0
95573,4,18,1,2022-04-18,WN,N8555Z,1638,11292,DEN,"Denver, CO",CO,11259,DAL,"Dallas, TX",TX,1750,1832.0,42.0,42.0,1.0,2.0,1700-1759,2050,2112.0,23.0,23.0,1.0,1.0,2000-2059,0.0,,0.0,120.0,101.0,90.0,651.0,3,5.0,0.0,0.0,0.0,18.0
