,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,selection
386896,12,12,1,2022-12-12,UA,N37263,1769,14492,RDU,"Raleigh/Durham, NC",NC,14771,SFO,"San Francisco, CA",CA,1804,1817.0,13.0,13.0,0.0,0.0,1800-1859,2115,2056.0,-20.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,371.0,338.0,322.0,2400.0,10,,,,,,0.0
362169,12,30,5,2022-12-30,UA,N473UA,1928,15380,TVC,"Traverse City, MI",MI,13930,ORD,"Chicago, IL",IL,715,728.0,13.0,13.0,0.0,0.0,0700-0759,741,756.0,15.0,15.0,1.0,1.0,0700-0759,0.0,,0.0,86.0,88.0,51.0,224.0,1,13.0,0.0,2.0,0.0,0.0,1.0
547852,12,25,7,2022-12-25,WN,N8769Q,790,10821,BWI,"Baltimore, MD",MD,12339,IND,"Indianapolis, IN",IN,630,719.0,49.0,49.0,1.0,3.0,0600-0659,830,914.0,44.0,44.0,1.0,2.0,0800-0859,0.0,,0.0,120.0,115.0,81.0,516.0,3,44.0,0.0,0.0,0.0,0.0,1.0
158479,12,7,3,2022-12-07,DL,N115DU,1531,12266,IAH,"Houston, TX",TX,12953,LGA,"New York, NY",NY,1500,1459.0,-1.0,0.0,0.0,-1.0,1500-1559,1926,1936.0,10.0,10.0,0.0,0.0,1900-1959,0.0,,0.0,206.0,217.0,180.0,1416.0,6,,,,,,0.0
99621,12,1,4,2022-12-01,AS,N518AS,1147,12892,LAX,"Los Angeles, CA",CA,14747,SEA,"Seattle, WA",WA,1750,1909.0,79.0,79.0,1.0,5.0,1700-1759,2046,2158.0,72.0,72.0,1.0,4.0,2000-2059,0.0,,0.0,176.0,169.0,136.0,954.0,4,0.0,0.0,0.0,0.0,72.0,1.0
296093,12,22,4,2022-12-22,OH,N526EA,5249,11433,DTW,"Detroit, MI",MI,11278,DCA,"Washington, DC",VA,1733,1813.0,40.0,40.0,1.0,2.0,1700-1759,1909,2010.0,61.0,61.0,1.0,4.0,1900-1959,0.0,,0.0,96.0,117.0,75.0,405.0,2,0.0,0.0,24.0,0.0,37.0,1.0
77528,12,19,1,2022-12-19,AA,N971UY,1216,11057,CLT,"Charlotte, NC",NC,11618,EWR,"Newark, NJ",NJ,1300,1307.0,7.0,7.0,0.0,0.0,1300-1359,1444,1511.0,27.0,27.0,1.0,1.0,1400-1459,0.0,,0.0,104.0,124.0,85.0,529.0,3,0.0,0.0,20.0,0.0,7.0,1.0
289240,12,18,7,2022-12-18,NK,N905NK,928,12889,LAS,"Las Vegas, NV",NV,14893,SMF,"Sacramento, CA",CA,1015,1037.0,22.0,22.0,1.0,1.0,1000-1059,1150,1206.0,16.0,16.0,1.0,1.0,1100-1159,0.0,,0.0,95.0,89.0,64.0,397.0,2,0.0,0.0,16.0,0.0,0.0,1.0
465157,12,3,6,2022-12-03,WN,N200WN,2713,11996,GSP,"Greer, SC",SC,10821,BWI,"Baltimore, MD",MD,1420,1415.0,-5.0,0.0,0.0,-1.0,1400-1459,1540,1531.0,-9.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,80.0,76.0,62.0,426.0,2,,,,,,0.0
573872,12,25,7,2022-12-25,YX,N644RW,3429,11618,EWR,"Newark, NJ",NJ,14576,ROC,"Rochester, NY",NY,1527,1525.0,-2.0,0.0,0.0,-1.0,1500-1559,1655,1647.0,-8.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,88.0,82.0,54.0,246.0,1,,,,,,0.0
81586,12,14,3,2022-12-14,AA,N916NN,1369,15304,TPA,"Tampa, FL",FL,11298,DFW,"Dallas/Fort Worth, TX",TX,707,659.0,-8.0,0.0,0.0,-1.0,0700-0759,903,911.0,8.0,8.0,0.0,0.0,0900-0959,0.0,,0.0,176.0,192.0,154.0,929.0,4,,,,,,0.0
396635,12,21,3,2022-12-21,UA,N76505,1965,12278,ICT,"Wichita, KS",KS,11292,DEN,"Denver, CO",CO,615,615.0,0.0,0.0,0.0,0.0,0600-0659,656,646.0,-10.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,101.0,91.0,64.0,420.0,2,,,,,,0.0
353203,12,23,5,2022-12-23,OO,N297SY,3936,12954,LGB,"Long Beach, CA",CA,14869,SLC,"Salt Lake City, UT",UT,1025,1254.0,149.0,149.0,1.0,9.0,1000-1059,1320,1540.0,140.0,140.0,1.0,9.0,1300-1359,0.0,,0.0,115.0,106.0,90.0,588.0,3,0.0,140.0,0.0,0.0,0.0,1.0
332001,12,19,1,2022-12-19,OO,N924SW,5202,15569,VCT,"Victoria, TX",TX,12266,IAH,"Houston, TX",TX,1339,1446.0,67.0,67.0,1.0,4.0,1300-1359,1433,1547.0,74.0,74.0,1.0,4.0,1400-1459,0.0,,0.0,54.0,61.0,30.0,123.0,1,0.0,74.0,0.0,0.0,0.0,1.0
279968,12,27,2,2022-12-27,NK,N637NK,2865,13244,MEM,"Memphis, TN",TN,13204,MCO,"Orlando, FL",FL,1840,2046.0,126.0,126.0,1.0,8.0,1800-1859,2159,18.0,139.0,139.0,1.0,9.0,2100-2159,0.0,,0.0,139.0,152.0,92.0,684.0,3,0.0,0.0,13.0,0.0,126.0,1.0
555246,12,21,3,2022-12-21,YV,N85358,6078,10785,BTV,"Burlington, VT",VT,12264,IAD,"Washington, DC",VA,1001,954.0,-7.0,0.0,0.0,-1.0,1000-1059,1150,1137.0,-13.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,109.0,103.0,76.0,441.0,2,,,,,,0.0
310767,12,23,5,2022-12-23,OO,N712SK,3263,14107,PHX,"Phoenix, AZ",AZ,11695,FLG,"Flagstaff, AZ",AZ,2126,2120.0,-5.0,0.0,0.0,-1.0,2100-2159,2218,2216.0,-1.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,52.0,56.0,24.0,119.0,1,,,,,,0.0
43730,12,28,3,2022-12-28,AA,N539UW,374,13930,ORD,"Chicago, IL",IL,12892,LAX,"Los Angeles, CA",CA,1900,1909.0,9.0,9.0,0.0,0.0,1900-1959,2126,2124.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,266.0,254.0,234.0,1744.0,7,,,,,,0.0
222663,12,9,5,2022-12-09,F9,N379FR,2058,12889,LAS,"Las Vegas, NV",NV,13871,OMA,"Omaha, NE",NE,1544,1642.0,58.0,58.0,1.0,3.0,1500-1559,2029,2060.0,30.0,30.0,1.0,2.0,2000-2059,0.0,,0.0,165.0,137.0,117.0,1099.0,5,0.0,0.0,0.0,0.0,30.0,1.0
89488,12,18,7,2022-12-18,AA,N959AN,2433,11057,CLT,"Charlotte, NC",NC,11042,CLE,"Cleveland, OH",OH,1656,1722.0,26.0,26.0,1.0,1.0,1600-1659,1834,1901.0,27.0,27.0,1.0,1.0,1800-1859,0.0,,0.0,98.0,99.0,72.0,430.0,2,4.0,0.0,1.0,0.0,22.0,1.0
89648,12,9,5,2022-12-09,AA,N978UY,2439,11298,DFW,"Dallas/Fort Worth, TX",TX,13851,OKC,"Oklahoma City, OK",OK,1029,1025.0,-4.0,0.0,0.0,-1.0,1000-1059,1127,1121.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,58.0,56.0,30.0,175.0,1,,,,,,0.0
422920,12,22,4,2022-12-22,ZW,N433AW,4004,13029,LNK,"Lincoln, NE",NE,13930,ORD,"Chicago, IL",IL,750,933.0,103.0,103.0,1.0,6.0,0700-0759,955,1222.0,147.0,147.0,1.0,9.0,0900-0959,0.0,,0.0,125.0,169.0,80.0,466.0,2,103.0,0.0,44.0,0.0,0.0,1.0
339575,12,9,5,2022-12-09,OO,N827SK,3661,13487,MSP,"Minneapolis, MN",MN,12339,IND,"Indianapolis, IN",IN,722,722.0,0.0,0.0,0.0,0.0,0700-0759,1013,956.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,111.0,94.0,71.0,503.0,3,,,,,,0.0
48298,12,10,6,2022-12-10,AA,N563UW,1765,14679,SAN,"San Diego, CA",CA,11298,DFW,"Dallas/Fort Worth, TX",TX,815,1745.0,570.0,570.0,1.0,12.0,0800-0859,1319,2244.0,566.0,566.0,1.0,12.0,1300-1359,0.0,,0.0,184.0,180.0,150.0,1171.0,5,0.0,0.0,0.0,0.0,566.0,1.0
327797,12,20,2,2022-12-20,OO,N152SY,5831,14771,SFO,"San Francisco, CA",CA,12441,JAC,"Jackson, WY",WY,1100,1103.0,3.0,3.0,0.0,0.0,1100-1159,1422,1425.0,3.0,3.0,0.0,0.0,1400-1459,0.0,,0.0,142.0,142.0,111.0,737.0,3,,,,,,0.0
368871,12,16,5,2022-12-16,UA,N467UA,1239,12266,IAH,"Houston, TX",TX,14893,SMF,"Sacramento, CA",CA,1940,2006.0,26.0,26.0,1.0,1.0,1900-1959,2156,2228.0,33.0,33.0,1.0,2.0,2100-2159,0.0,,0.0,256.0,263.0,225.0,1609.0,7,26.0,0.0,7.0,0.0,0.0,1.0
217352,12,15,4,2022-12-15,DL,N985AT,2501,11267,DAY,"Dayton, OH",OH,10397,ATL,"Atlanta, GA",GA,1457,1450.0,-7.0,0.0,0.0,-1.0,1400-1459,1643,1623.0,-20.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,106.0,93.0,76.0,432.0,2,,,,,,0.0
31899,12,9,5,2022-12-09,AA,N897NN,1732,13244,MEM,"Memphis, TN",TN,11298,DFW,"Dallas/Fort Worth, TX",TX,1611,1642.0,31.0,31.0,1.0,2.0,1600-1659,1802,1827.0,25.0,25.0,1.0,1.0,1800-1859,0.0,,0.0,111.0,105.0,71.0,431.0,2,4.0,0.0,0.0,0.0,21.0,1.0
117936,12,30,5,2022-12-30,AS,N323AS,83,14747,SEA,"Seattle, WA",WA,10299,ANC,"Anchorage, AK",AK,620,620.0,0.0,0.0,0.0,0.0,0600-0659,910,855.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,230.0,215.0,189.0,1448.0,6,,,,,,0.0
115501,12,26,1,2022-12-26,AS,N949AK,634,14747,SEA,"Seattle, WA",WA,15304,TPA,"Tampa, FL",FL,2130,2136.0,5.0,5.0,0.0,0.0,2100-2159,545,600.0,15.0,15.0,1.0,1.0,0001-0559,0.0,,0.0,315.0,325.0,288.0,2520.0,11,0.0,0.0,15.0,0.0,0.0,1.0
492386,12,28,3,2022-12-28,WN,,2986,15016,STL,"St. Louis, MO",MO,14679,SAN,"San Diego, CA",CA,1130,,,,,,1100-1159,1340,,,,,,1300-1359,1.0,A,0.0,250.0,,,1557.0,7,,,,,,
216333,12,5,1,2022-12-05,DL,N347NW,2467,12451,JAX,"Jacksonville, FL",FL,11433,DTW,"Detroit, MI",MI,1209,1209.0,0.0,0.0,0.0,0.0,1200-1259,1431,1429.0,-2.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,142.0,140.0,117.0,813.0,4,,,,,,0.0
508223,12,14,3,2022-12-14,WN,N8815L,2627,13796,OAK,"Oakland, CA",CA,14908,SNA,"Santa Ana, CA",CA,1140,1144.0,4.0,4.0,0.0,0.0,1100-1159,1310,1303.0,-7.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,90.0,79.0,64.0,371.0,2,,,,,,0.0
407593,12,19,1,2022-12-19,UA,N476UA,1748,13495,MSY,"New Orleans, LA",LA,12266,IAH,"Houston, TX",TX,1600,1629.0,29.0,29.0,1.0,1.0,1600-1659,1725,1811.0,46.0,46.0,1.0,3.0,1700-1759,0.0,,0.0,85.0,102.0,75.0,305.0,2,0.0,26.0,17.0,0.0,3.0,1.0
252792,12,15,4,2022-12-15,MQ,N292NN,3398,11298,DFW,"Dallas/Fort Worth, TX",TX,11953,GNV,"Gainesville, FL",FL,1229,1227.0,-2.0,0.0,0.0,-1.0,1200-1259,1546,1601.0,15.0,15.0,1.0,1.0,1500-1559,0.0,,0.0,137.0,154.0,120.0,900.0,4,0.0,0.0,15.0,0.0,0.0,1.0
211722,12,13,2,2022-12-13,DL,N390DN,2314,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,10397,ATL,"Atlanta, GA",GA,1314,1306.0,-8.0,0.0,0.0,-1.0,1300-1359,1507,1511.0,4.0,4.0,0.0,0.0,1500-1559,0.0,,0.0,113.0,125.0,89.0,545.0,3,,,,,,0.0
391376,12,24,6,2022-12-24,UA,N27520,1291,14492,RDU,"Raleigh/Durham, NC",NC,11618,EWR,"Newark, NJ",NJ,1042,1152.0,70.0,70.0,1.0,4.0,1000-1059,1219,1319.0,60.0,60.0,1.0,4.0,1200-1259,0.0,,0.0,97.0,87.0,63.0,416.0,2,4.0,0.0,0.0,0.0,56.0,1.0
546255,12,24,6,2022-12-24,WN,N481WN,1322,13796,OAK,"Oakland, CA",CA,10800,BUR,"Burbank, CA",CA,1845,,,,,,1800-1859,1955,,,,,,1900-1959,1.0,A,0.0,70.0,,,325.0,2,,,,,,
4473,12,12,1,2022-12-12,9E,N306PQ,4817,12953,LGA,"New York, NY",NY,13577,MYR,"Myrtle Beach, SC",SC,1750,1824.0,34.0,34.0,1.0,2.0,1700-1759,2002,2022.0,20.0,20.0,1.0,1.0,2000-2059,0.0,,0.0,132.0,118.0,80.0,563.0,3,0.0,0.0,0.0,0.0,20.0,1.0
150480,12,24,6,2022-12-24,DL,N181DN,515,10397,ATL,"Atlanta, GA",GA,12892,LAX,"Los Angeles, CA",CA,1103,1136.0,33.0,33.0,1.0,2.0,1100-1159,1304,1310.0,6.0,6.0,0.0,0.0,1300-1359,0.0,,0.0,301.0,274.0,244.0,1947.0,8,,,,,,0.0
426838,12,14,3,2022-12-14,C5,N21154,4252,11292,DEN,"Denver, CO",CO,13029,LNK,"Lincoln, NE",NE,1545,1545.0,0.0,0.0,0.0,0.0,1500-1559,1812,1831.0,19.0,19.0,1.0,1.0,1800-1859,0.0,,0.0,87.0,106.0,61.0,423.0,2,0.0,0.0,19.0,0.0,0.0,1.0
514368,12,22,4,2022-12-22,WN,N729SW,1698,11292,DEN,"Denver, CO",CO,10423,AUS,"Austin, TX",TX,600,,,,,,0600-0659,910,,,,,,0900-0959,1.0,B,0.0,130.0,,,775.0,4,,,,,,
364339,12,29,4,2022-12-29,UA,N820UA,1638,13198,MCI,"Kansas City, MO",MO,11292,DEN,"Denver, CO",CO,1712,1707.0,-5.0,0.0,0.0,-1.0,1700-1759,1805,1812.0,7.0,7.0,0.0,0.0,1800-1859,0.0,,0.0,113.0,125.0,89.0,533.0,3,,,,,,0.0
171818,12,18,7,2022-12-18,DL,N3746H,776,12264,IAD,"Washington, DC",VA,14869,SLC,"Salt Lake City, UT",UT,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,1020,1010.0,-10.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,295.0,290.0,274.0,1828.0,8,,,,,,0.0
271074,12,5,1,2022-12-05,NK,N945NK,1180,12889,LAS,"Las Vegas, NV",NV,10821,BWI,"Baltimore, MD",MD,1100,1109.0,9.0,9.0,0.0,0.0,1100-1159,1825,1829.0,4.0,4.0,0.0,0.0,1800-1859,0.0,,0.0,265.0,260.0,218.0,2106.0,9,,,,,,0.0
524332,12,31,6,2022-12-31,WN,N747SA,1827,11697,FLL,"Fort Lauderdale, FL",FL,11278,DCA,"Washington, DC",VA,1840,1918.0,38.0,38.0,1.0,2.0,1800-1859,2110,2140.0,29.0,29.0,1.0,1.0,2100-2159,0.0,,0.0,150.0,141.0,109.0,899.0,4,29.0,0.0,0.0,0.0,0.0,1.0
487325,12,27,2,2022-12-27,WN,N227WN,4017,13796,OAK,"Oakland, CA",CA,14107,PHX,"Phoenix, AZ",AZ,2200,,,,,,2200-2259,55,,,,,,0001-0559,1.0,A,0.0,115.0,,,646.0,3,,,,,,
67931,12,17,6,2022-12-17,AA,N139AN,1148,11298,DFW,"Dallas/Fort Worth, TX",TX,10721,BOS,"Boston, MA",MA,1234,,,,,,1200-1259,1706,,,,,,1700-1759,1.0,A,0.0,212.0,,,1562.0,7,,,,,,
230058,12,26,1,2022-12-26,F9,N313FR,2066,12889,LAS,"Las Vegas, NV",NV,14492,RDU,"Raleigh/Durham, NC",NC,2248,2302.0,14.0,14.0,0.0,0.0,2200-2259,611,629.0,18.0,18.0,1.0,1.0,0600-0659,0.0,,0.0,263.0,267.0,243.0,2026.0,9,14.0,0.0,4.0,0.0,0.0,1.0
145040,12,17,6,2022-12-17,DL,N911DQ,354,12478,JFK,"New York, NY",NY,14869,SLC,"Salt Lake City, UT",UT,649,652.0,3.0,3.0,0.0,0.0,0600-0659,1022,1014.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,333.0,322.0,277.0,1990.0,8,,,,,,0.0
314993,12,4,7,2022-12-04,OO,N939SW,4800,12278,ICT,"Wichita, KS",KS,12266,IAH,"Houston, TX",TX,1142,1131.0,-11.0,0.0,0.0,-1.0,1100-1159,1340,1304.0,-36.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,118.0,93.0,78.0,542.0,3,,,,,,0.0
475500,12,12,1,2022-12-12,WN,N8743K,3825,11259,DAL,"Dallas, TX",TX,14679,SAN,"San Diego, CA",CA,2050,2104.0,14.0,14.0,0.0,0.0,2000-2059,2205,2220.0,15.0,15.0,1.0,1.0,2200-2259,0.0,,0.0,195.0,196.0,181.0,1182.0,5,4.0,0.0,1.0,0.0,10.0,1.0
56585,12,14,3,2022-12-14,AA,N868NN,2834,14831,SJC,"San Jose, CA",CA,11298,DFW,"Dallas/Fort Worth, TX",TX,1353,1416.0,23.0,23.0,1.0,1.0,1300-1359,1919,1926.0,7.0,7.0,0.0,0.0,1900-1959,0.0,,0.0,206.0,190.0,168.0,1438.0,6,,,,,,0.0
382875,12,25,7,2022-12-25,UA,,1382,12264,IAD,"Washington, DC",VA,14635,RSW,"Fort Myers, FL",FL,1724,,,,,,1700-1759,2009,,,,,,2000-2059,1.0,B,0.0,165.0,,,891.0,4,,,,,,
460684,12,26,1,2022-12-26,WN,N8657B,3053,13851,OKC,"Oklahoma City, OK",OK,12191,HOU,"Houston, TX",TX,1955,,,,,,1900-1959,2115,,,,,,2100-2159,1.0,A,0.0,80.0,,,419.0,2,,,,,,
192107,12,8,4,2022-12-08,DL,N974AT,986,12278,ICT,"Wichita, KS",KS,10397,ATL,"Atlanta, GA",GA,1132,1143.0,11.0,11.0,0.0,0.0,1100-1159,1435,1439.0,4.0,4.0,0.0,0.0,1400-1459,0.0,,0.0,123.0,116.0,101.0,782.0,4,,,,,,0.0
180613,12,19,1,2022-12-19,DL,N3773D,1728,14122,PIT,"Pittsburgh, PA",PA,10397,ATL,"Atlanta, GA",GA,1313,1321.0,8.0,8.0,0.0,0.0,1300-1359,1503,1529.0,26.0,26.0,1.0,1.0,1500-1559,0.0,,0.0,110.0,128.0,81.0,526.0,3,0.0,0.0,18.0,0.0,8.0,1.0
473760,12,11,7,2022-12-11,WN,N913WN,1783,14262,PSP,"Palm Springs, CA",CA,14893,SMF,"Sacramento, CA",CA,1800,1929.0,89.0,89.0,1.0,5.0,1800-1859,1930,2056.0,87.0,87.0,1.0,5.0,1900-1959,0.0,,0.0,90.0,88.0,74.0,439.0,2,10.0,0.0,0.0,0.0,77.0,1.0
176270,12,3,6,2022-12-03,DL,N911DQ,1599,10529,BDL,"Hartford, CT",CT,10397,ATL,"Atlanta, GA",GA,613,610.0,-3.0,0.0,0.0,-1.0,0600-0659,905,841.0,-24.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,172.0,151.0,131.0,859.0,4,,,,,,0.0
283424,12,8,4,2022-12-08,NK,N530NK,3922,12953,LGA,"New York, NY",NY,11057,CLT,"Charlotte, NC",NC,1423,1524.0,61.0,61.0,1.0,4.0,1400-1459,1618,1745.0,87.0,87.0,1.0,5.0,1600-1659,0.0,,0.0,115.0,141.0,92.0,544.0,3,0.0,0.0,26.0,0.0,61.0,1.0
479659,12,19,1,2022-12-19,WN,N8542Z,462,12191,HOU,"Houston, TX",TX,14107,PHX,"Phoenix, AZ",AZ,835,1026.0,111.0,111.0,1.0,7.0,0800-0859,1025,1229.0,124.0,124.0,1.0,8.0,1000-1059,0.0,,0.0,170.0,183.0,157.0,1020.0,5,20.0,0.0,13.0,0.0,91.0,1.0
245722,12,24,6,2022-12-24,HA,N488HA,142,12173,HNL,"Honolulu, HI",HI,12402,ITO,"Hilo, HI",HI,735,739.0,4.0,4.0,0.0,0.0,0700-0759,830,834.0,4.0,4.0,0.0,0.0,0800-0859,0.0,,0.0,55.0,55.0,35.0,216.0,1,,,,,,0.0
540763,12,17,6,2022-12-17,WN,N8558Z,927,11259,DAL,"Dallas, TX",TX,10599,BHM,"Birmingham, AL",AL,1305,1320.0,15.0,15.0,1.0,1.0,1300-1359,1435,1453.0,18.0,18.0,1.0,1.0,1400-1459,0.0,,0.0,90.0,93.0,69.0,587.0,3,0.0,0.0,3.0,0.0,15.0,1.0
463482,12,27,2,2022-12-27,WN,N7844A,3378,12266,IAH,"Houston, TX",TX,11292,DEN,"Denver, CO",CO,2025,,,,,,2000-2059,2200,,,,,,2200-2259,1.0,A,0.0,155.0,,,862.0,4,,,,,,
83139,12,21,3,2022-12-21,AA,N963AN,1429,11298,DFW,"Dallas/Fort Worth, TX",TX,11697,FLL,"Fort Lauderdale, FL",FL,852,903.0,11.0,11.0,0.0,0.0,0800-0859,1236,1233.0,-3.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,164.0,150.0,134.0,1119.0,5,,,,,,0.0
14739,12,12,1,2022-12-12,9E,N480PX,5402,14122,PIT,"Pittsburgh, PA",PA,12953,LGA,"New York, NY",NY,1425,1444.0,19.0,19.0,1.0,1.0,1400-1459,1554,1626.0,32.0,32.0,1.0,2.0,1500-1559,0.0,,0.0,89.0,102.0,55.0,335.0,2,0.0,0.0,32.0,0.0,0.0,1.0
154598,12,7,3,2022-12-07,DL,N685DA,1424,15024,STT,"Charlotte Amalie, VI",VI,10397,ATL,"Atlanta, GA",GA,1536,1536.0,0.0,0.0,0.0,0.0,1500-1559,1842,1830.0,-12.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,246.0,234.0,215.0,1599.0,7,,,,,,0.0
400712,12,8,4,2022-12-08,UA,N874UA,2301,14107,PHX,"Phoenix, AZ",AZ,14771,SFO,"San Francisco, CA",CA,1429,1553.0,84.0,84.0,1.0,5.0,1400-1459,1535,1657.0,82.0,82.0,1.0,5.0,1500-1559,0.0,,0.0,126.0,124.0,105.0,651.0,3,13.0,0.0,0.0,0.0,69.0,1.0
128858,12,19,1,2022-12-19,B6,N903JB,2469,10721,BOS,"Boston, MA",MA,11697,FLL,"Fort Lauderdale, FL",FL,1555,1611.0,16.0,16.0,1.0,1.0,1500-1559,1925,1938.0,13.0,13.0,0.0,0.0,1900-1959,0.0,,0.0,210.0,207.0,185.0,1237.0,5,,,,,,0.0
251854,12,13,2,2022-12-13,MQ,N270NN,3374,13277,MGM,"Montgomery, AL",AL,11298,DFW,"Dallas/Fort Worth, TX",TX,700,821.0,81.0,81.0,1.0,5.0,0700-0759,915,1145.0,150.0,150.0,1.0,10.0,0900-0959,0.0,,0.0,135.0,204.0,178.0,622.0,3,0.0,81.0,69.0,0.0,0.0,1.0
154857,12,29,4,2022-12-29,DL,N307DU,1430,14747,SEA,"Seattle, WA",WA,15376,TUS,"Tucson, AZ",AZ,933,1504.0,331.0,331.0,1.0,12.0,0900-0959,1331,1829.0,298.0,298.0,1.0,12.0,1300-1359,0.0,,0.0,178.0,145.0,127.0,1216.0,5,263.0,0.0,0.0,0.0,35.0,1.0
261355,12,24,6,2022-12-24,MQ,N242NN,3801,13158,MAF,"Midland/Odessa, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1626,1802.0,96.0,96.0,1.0,6.0,1600-1659,1742,1932.0,110.0,110.0,1.0,7.0,1700-1759,0.0,,0.0,76.0,90.0,51.0,309.0,2,1.0,0.0,14.0,0.0,95.0,1.0
16949,12,23,5,2022-12-23,AA,N926NN,539,10423,AUS,"Austin, TX",TX,12892,LAX,"Los Angeles, CA",CA,1335,1333.0,-2.0,0.0,0.0,-1.0,1300-1359,1502,1445.0,-17.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,207.0,192.0,174.0,1242.0,5,,,,,,0.0
420928,12,26,1,2022-12-26,C5,N14179,4295,11066,CMH,"Columbus, OH",OH,12264,IAD,"Washington, DC",VA,1031,1414.0,223.0,223.0,1.0,12.0,1000-1059,1150,1543.0,233.0,233.0,1.0,12.0,1100-1159,0.0,,0.0,79.0,89.0,50.0,299.0,2,45.0,0.0,10.0,0.0,178.0,1.0
26253,12,4,7,2022-12-04,AA,N159AN,1552,15304,TPA,"Tampa, FL",FL,11298,DFW,"Dallas/Fort Worth, TX",TX,1731,1810.0,39.0,39.0,1.0,2.0,1700-1759,1923,2013.0,50.0,50.0,1.0,3.0,1900-1959,0.0,,0.0,172.0,183.0,146.0,929.0,4,0.0,0.0,11.0,0.0,39.0,1.0
261733,12,5,1,2022-12-05,MQ,N689EC,3825,13930,ORD,"Chicago, IL",IL,15412,TYS,"Knoxville, TN",TN,1305,1252.0,-13.0,0.0,0.0,-1.0,1300-1359,1550,1550.0,0.0,0.0,0.0,0.0,1500-1559,0.0,,0.0,105.0,118.0,83.0,475.0,2,,,,,,0.0
127618,12,21,3,2022-12-21,B6,N3102J,484,14492,RDU,"Raleigh/Durham, NC",NC,10721,BOS,"Boston, MA",MA,954,1025.0,31.0,31.0,1.0,2.0,0900-0959,1151,1209.0,18.0,18.0,1.0,1.0,1100-1159,0.0,,0.0,117.0,104.0,80.0,612.0,3,5.0,0.0,0.0,0.0,13.0,1.0
85512,12,10,6,2022-12-10,AA,N896NN,2309,11298,DFW,"Dallas/Fort Worth, TX",TX,11193,CVG,"Cincinnati, OH",KY,2047,2158.0,71.0,71.0,1.0,4.0,2000-2059,2353,100.0,67.0,67.0,1.0,4.0,2300-2359,0.0,,0.0,126.0,122.0,99.0,812.0,4,0.0,24.0,0.0,0.0,43.0,1.0
359663,12,30,5,2022-12-30,QX,N641QX,2216,10713,BOI,"Boise, ID",ID,14771,SFO,"San Francisco, CA",CA,700,817.0,77.0,77.0,1.0,5.0,0700-0759,800,932.0,92.0,92.0,1.0,6.0,0800-0859,0.0,,0.0,120.0,135.0,95.0,522.0,3,77.0,0.0,15.0,0.0,0.0,1.0
456840,12,25,7,2022-12-25,WN,N252WN,3358,13796,OAK,"Oakland, CA",CA,14262,PSP,"Palm Springs, CA",CA,850,1032.0,102.0,102.0,1.0,6.0,0800-0859,1020,1148.0,88.0,88.0,1.0,5.0,1000-1059,0.0,,0.0,90.0,76.0,62.0,418.0,2,87.0,0.0,0.0,0.0,1.0,1.0
416304,12,4,7,2022-12-04,UA,N463UA,682,14685,SAV,"Savannah, GA",GA,11618,EWR,"Newark, NJ",NJ,2007,1959.0,-8.0,0.0,0.0,-1.0,2000-2059,2212,2212.0,1.0,1.0,0.0,0.0,2200-2259,0.0,,0.0,125.0,134.0,100.0,708.0,3,,,,,,0.0
