iter	Logloss
246	0.6326248093
247	0.632421702
248	0.6322753128
249	0.6321138529
250	0.6320739097
251	0.6319911078
252	0.6318316983
253	0.6317940304
254	0.631684643
255	0.6316050248
256	0.6314987431
257	0.6314061739
258	0.631319574
259	0.6312651139
260	0.6311578287
261	0.6309979607
262	0.6309441321
263	0.6308359991
264	0.6307373133
265	0.6305991775
266	0.6304810781
267	0.6303039075
268	0.6301835415
269	0.6301144866
270	0.6299955134
271	0.6298933325
272	0.6297396502
273	0.6295924045
274	0.6294956048
275	0.6293463606
276	0.6291924707
277	0.6290264689
278	0.6289257328
279	0.628851686
280	0.6287440375
281	0.6286653623
282	0.6285086434
283	0.6283819446
284	0.6282814507
285	0.628168819
286	0.6280796584
287	0.6279964844
288	0.6278676401
289	0.6277772164
290	0.6276969839
291	0.6276028574
292	0.6274950964
293	0.6273666414
294	0.6272089968
295	0.6270420607
296	0.6269017707
297	0.6267834204
298	0.6265887395
299	0.6264250995
300	0.6263191034
301	0.6262291901
302	0.6260751185
303	0.6260017465
304	0.6259144805
305	0.6258016239
306	0.6257286585
307	0.6256539629
308	0.6255989318
309	0.6254534596
310	0.6253486574
311	0.6251524019
312	0.6250458867
313	0.624882065
314	0.6247813029
315	0.6245720445
316	0.6243962927
317	0.624281204
318	0.6241875187
319	0.6240573853
320	0.6238927591
321	0.623699324
322	0.6236322156
323	0.6234502953
324	0.6232845877
325	0.6231742226
326	0.6230680621
327	0.6230016458
328	0.6228541752
329	0.6227542004
330	0.622662055
331	0.6225774191
332	0.6224607558
333	0.6223291604
334	0.6222068046
335	0.6220753822
336	0.6219474895
337	0.6218340965
338	0.6216896106
339	0.6216295357
340	0.621502811
341	0.6213360306
342	0.6211944083
343	0.6210325678
344	0.6209116308
345	0.6208063873
346	0.6207161193
347	0.6206356792
348	0.6205722303
349	0.6205305222
350	0.6203984077
351	0.6202925068
352	0.6201731703
353	0.6200948844
354	0.6199643703
355	0.619841928
356	0.6196933327
357	0.6195836079
358	0.6195180308
359	0.619457878
360	0.6193156242
361	0.6192322253
362	0.6191285996
363	0.6189742945
364	0.6188510908
365	0.6187203346
366	0.6185187931
367	0.6184760382
368	0.6183274516
369	0.6182392512
370	0.6181353833
371	0.6180032256
372	0.6179326739
373	0.6178983628
374	0.6178526059
375	0.6178044093
376	0.6176594043
377	0.6176023574
378	0.6174914905
379	0.6174094067
380	0.6173102884
381	0.6171533791
382	0.6170046454
383	0.6168660078
384	0.6167252333
385	0.616577235
386	0.6164764556
387	0.6163730375
388	0.6163226608
389	0.61620239
390	0.6160971638
391	0.6160005111
392	0.6158446227
393	0.6156677376
394	0.6155437294
395	0.6153911199
396	0.6152574048
397	0.6151329554
398	0.6150469871
399	0.6148887975
400	0.6147928196
401	0.6146526334
402	0.6145572438
403	0.6145084589
404	0.6144008277
405	0.6142803579
406	0.6141437447
407	0.6140733747
408	0.6139664183
409	0.6138474884
410	0.6137580077
411	0.6136477637
412	0.6135363346
413	0.6133975412
414	0.6132814663
415	0.6131805052
416	0.6131128172
417	0.6129907555
418	0.6129521014
419	0.6128765839
420	0.6127787287
421	0.6126553779
422	0.612567515
423	0.6124192052
424	0.6123178808
425	0.6122027834
426	0.612028312
427	0.6119149449
428	0.611782692
429	0.6117015771
430	0.6115791953
431	0.6115153658
432	0.6114428071
433	0.6113447529
434	0.6112101035
435	0.611147217
436	0.6109748651
437	0.6108710751
438	0.610777286
439	0.6106827528
440	0.6106017764
441	0.6104817305
442	0.6104225467
443	0.6103863841
444	0.6103283683
445	0.6102250627
446	0.6101027588
447	0.6099336945
448	0.6099023161
449	0.6097934217
450	0.60966424
451	0.6094646538
452	0.609398722
453	0.609310141
454	0.6091987983
455	0.6091209103
456	0.6090447527
457	0.609002984
458	0.6088587057
459	0.6087494307
460	0.6086093311
461	0.6084900638
462	0.608327635
463	0.608205781
464	0.6081113084
465	0.6080225976
466	0.6079142224
467	0.60779781
468	0.6077717695
469	0.6076295762
470	0.6075919689
471	0.6074704003
472	0.6073766026
473	0.6072511842
474	0.6071371077
475	0.6070366138
476	0.6068812878
477	0.6067584908
478	0.6066301655
479	0.6064765352
480	0.60628496
481	0.6061286564
482	0.6059960661
483	0.6058560788
484	0.6057643141
485	0.6056326063
486	0.6055009416
487	0.605409151
488	0.6052947976
489	0.6052402423
490	0.6050940954
491	0.6050703042
492	0.6049387607
493	0.6047969048
494	0.6046560524
495	0.6045679645
496	0.6044687337
497	0.6043374151
498	0.6042186669
499	0.6041059314
500	0.6039507092
501	0.6038382246
502	0.6037364243
503	0.6036351432
504	0.6035070948
505	0.6034160568
506	0.6033110902
507	0.6032114095
508	0.603106192
509	0.6030079475
510	0.6029687656
511	0.6028063368
512	0.6027283018
513	0.6027058775
514	0.6026234476
515	0.602535403
516	0.6024879418
517	0.6024376343
518	0.6023333511
519	0.6022416297
520	0.602154727
521	0.602035849
522	0.6018764828
523	0.6017924005
524	0.6016775108
525	0.6015464085
526	0.6014699567
527	0.601381393
528	0.6012810029
529	0.6011669091
530	0.6010471574
531	0.6009160464
532	0.6007861986
533	0.6007416702
534	0.6005813436
535	0.6005435806
536	0.6004136029
537	0.6003707875
538	0.6003262158
539	0.60024902
540	0.6001370371
541	0.6000360501
542	0.5999810449
543	0.59991276
544	0.5998389468
545	0.5997356758
546	0.5996996344
547	0.5996699949
548	0.5995463327
549	0.5994426725
550	0.5993729773
551	0.599263114
552	0.5992106264
553	0.5990636229
554	0.5989845844
555	0.5988768926
556	0.5988291718
557	0.5987151126
558	0.598637787
559	0.5985921426
560	0.5985578833
561	0.5984560398
562	0.5983279828
563	0.5982194604
564	0.5981334489
565	0.59811516
566	0.5980218726
567	0.5979489073
568	0.5978656901
569	0.5977619174
570	0.5976695211
571	0.59755772
572	0.5974760946
573	0.5973716817
574	0.5973180175
575	0.5972258721
576	0.5972068911
577	0.5971897874
578	0.5971594472
579	0.5971328357
580	0.5970354995
581	0.5968323403
582	0.596710815
583	0.5966159791
584	0.5965172241
585	0.5964120239
586	0.5962828422
587	0.5962427433
588	0.5960978334
589	0.5959318316
590	0.5957898287
591	0.5957203065
592	0.5956386899
593	0.5955492697
594	0.5954414135
595	0.5953496748
596	0.5952600037
597	0.5951452092
598	0.595037725
599	0.5949593612
600	0.5948766891
601	0.5947575429
602	0.5946798366
603	0.5945223045
604	0.5945035398
605	0.5944839618
606	0.5943604035
607	0.5943436718
608	0.5943332902
609	0.5942629895
610	0.5942520109
611	0.5942247852
612	0.5941617343
613	0.5940971607
614	0.5940007502
615	0.5938861114
616	0.5937679688
617	0.5936545066
618	0.5935381375
619	0.5934538822
620	0.5934371851
621	0.5933471247
622	0.5933315869
623	0.5932376334
624	0.5931447873
625	0.5930149222
626	0.5929114609
627	0.592819627
628	0.5927256821
629	0.59260805
630	0.5925236908
631	0.5925070543
632	0.5923978139
633	0.5923198481
634	0.5922266992
635	0.5922140596
636	0.5920990228
637	0.5920252962
638	0.5919111937
639	0.5917570962
640	0.5916744759
641	0.5915620173
642	0.5914742754
643	0.5913968287
644	0.5912852568
645	0.5911888679
646	0.5910518568
647	0.5909450388
648	0.5908816591
649	0.5908326882
650	0.5907114441
651	0.5906052014
652	0.5905004251
653	0.5904144265
654	0.5902425765
655	0.590162729
656	0.5900490894
657	0.589975207
658	0.5898339653
659	0.5897532787
660	0.5896605321
661	0.589568404
662	0.5894796759
663	0.5893930674
664	0.5893144052
665	0.5891959165
666	0.5890529533
667	0.5890097182
668	0.5888887985
669	0.5888004122
670	0.5886595252
671	0.5885584906
672	0.5884637412
673	0.5883789668
674	0.5883022122
675	0.5882647908
676	0.5881781521
677	0.5880778312
678	0.5880047534
679	0.5878402526
680	0.5877396895
681	0.5876374697
682	0.5875569907
683	0.5873909629
684	0.5873050163
685	0.5872267606
686	0.5871985962
687	0.5870481452
688	0.5868919756
689	0.5867804989
690	0.5866786121
691	0.586605504
692	0.5864878243
693	0.5863872871
694	0.5863309194
695	0.5862523177
696	0.5862038962
697	0.5861051672
698	0.5860302769
699	0.5860133852
700	0.5859724254
701	0.585880678
702	0.5858120254
703	0.5857974436
704	0.5856909673
705	0.5856621454
706	0.5855492195
707	0.5854597474
708	0.5854110231
709	0.5853542531
710	0.5853202057
711	0.5851580798
712	0.5850455086
713	0.5849405679
714	0.5848508666
715	0.5847474226
716	0.5846664548
717	0.5845948477
718	0.5845773763
719	0.5844991466
720	0.5844154017
721	0.5843930813
722	0.5843746193
723	0.5842841956
724	0.5842004031
725	0.5840948742
726	0.5840166228
727	0.5839510414
728	0.5838352822
729	0.5837235589
730	0.5835817073
731	0.5835658278
732	0.5834550345
733	0.5833698535
734	0.5832472641
735	0.5832305324
736	0.5831284207
737	0.5829073619
738	0.5828517641
739	0.5827774145
740	0.5826959449
741	0.5826068102
742	0.5825158025
743	0.5824080026
744	0.5823483906
745	0.5822820392
746	0.5821641734
747	0.5820697268
748	0.5820077962
749	0.581938127
750	0.5818403929
751	0.5816961795
752	0.5816405731
753	0.5815291526
754	0.5814238312
755	0.5813230519
756	0.5812538801
757	0.5812042258
758	0.581166147
759	0.5811199878
760	0.5810349019
761	0.5809601976
762	0.5808427298
763	0.5807477858
764	0.5806912277
765	0.5805942462
766	0.5805170158
767	0.5804362599
768	0.5803486479
769	0.5802945597
770	0.5802180257
771	0.5801439616
772	0.5800816115
773	0.5799726004
774	0.5799339895
775	0.5798292521
776	0.5796922799
777	0.5796053037
778	0.579588399
779	0.5795765553
780	0.5794701136
781	0.5794395485
782	0.5793701129
783	0.579303463
784	0.5792591379
785	0.5792354592
786	0.5792199473
787	0.579116153
788	0.5790427464
789	0.5789979628
790	0.5789011327
791	0.5788382548
792	0.5787674221
793	0.5787524552
794	0.5786588219
795	0.5785803629
796	0.5784858558
797	0.5784380312
798	0.5783359455
799	0.5783170639
800	0.578268677
801	0.5781768777
802	0.5781664961
803	0.5781238191
804	0.5781143675
805	0.5779967094
806	0.5779503253
807	0.5779119177
808	0.5777840899
809	0.5777177904
810	0.5776365241
811	0.5775361859
812	0.577495356
813	0.5773698294
814	0.5773011638
815	0.5772465523
816	0.5772348643
817	0.5771763294
818	0.5771241489
819	0.5770239102
820	0.5769611534
821	0.5769550023
822	0.5768634323
823	0.5767759933
824	0.576699775
825	0.5765841716
826	0.57650929
827	0.5764574209
828	0.5763887683
829	0.5762739478
830	0.5761293104
831	0.5760657448
832	0.5759895308
833	0.575932099
834	0.5758877912
835	0.5757826083
836	0.5757020557
837	0.575636046
838	0.5755529673
839	0.5754843795
840	0.5753831329
841	0.5753148696
842	0.5752112958
843	0.5752028348
844	0.5751382526
845	0.5751199248
846	0.5750716028
847	0.5749438615
848	0.574934159
849	0.5748143208
850	0.5746996084
851	0.5746890754
852	0.5746329412
853	0.5745441266
854	0.5744927377
855	0.5744361147
856	0.5743290934
857	0.5742573609
858	0.5741548945
859	0.574081622
860	0.5740225724
861	0.5740040109
862	0.5739934779
863	0.5739397488
864	0.5738746129
865	0.5737437745
866	0.5736563658
867	0.5735396203
868	0.5734973716
869	0.5734321967
870	0.5733424132
871	0.5732633054
872	0.573185876
873	0.5731025723
874	0.5730732097
875	0.57292291
876	0.5728472974
877	0.5727380267
878	0.5727167142
879	0.5726739074
880	0.5726038748
881	0.5724936612
882	0.5724184768
883	0.5723546775
884	0.5723033405
885	0.5722564676
886	0.5722377374
887	0.5721156801
888	0.5720080835
889	0.5719157305
890	0.5718839974
891	0.5718315357
892	0.5717716468
893	0.5716466956
894	0.5716313222
895	0.5715469198
896	0.5715345917
897	0.5714813773
898	0.5713933284
899	0.5713317179
900	0.5712711456
901	0.5711854109
902	0.5711331828
903	0.5710869803
904	0.5710286184
905	0.5709528501
906	0.5708828781
907	0.5708561671
908	0.5708448382
909	0.5708243907
910	0.5707513648
911	0.5706646958
912	0.5706026008
913	0.5705819371
914	0.5705708634
915	0.5705034176
916	0.5704881783
917	0.5703928579
918	0.5702456858
919	0.5701474282
920	0.5701092023
921	0.5700481153
922	0.5699667192
923	0.5699248294
924	0.5698631022
925	0.5697913783
926	0.5697139272
927	0.5696472211
928	0.5695981551
929	0.5695644019
930	0.569512455
931	0.5694309897
932	0.5694163516
933	0.5693519295
934	0.5692599269
935	0.5692469931
936	0.5691443797
937	0.5691198488
938	0.5690366749
939	0.5689807267
940	0.5689175028
941	0.5688916829
942	0.5688292159
943	0.5687522018
944	0.5687254562
945	0.5686494672
946	0.5685137926
947	0.5684612358
948	0.5684141509
949	0.5683506242
950	0.5682733851
951	0.568205909
952	0.5681914916
953	0.5681483603
954	0.5680863086
955	0.5679997045
956	0.5678713057
957	0.5677908613
958	0.5677311541
959	0.5677149718
960	0.5676511163
961	0.5676107102
962	0.5676021324
963	0.5675083996
964	0.5674283055
965	0.5673618157
966	0.5673442362
967	0.5673222661
968	0.5673158901
969	0.5672534015
970	0.5671590285
971	0.5670973704
972	0.5670368111
973	0.5669289376
974	0.5668065861
975	0.5667254063
976	0.5666109708
977	0.5665979722
978	0.5665072543
979	0.5663813212
980	0.5662971005
981	0.5662039299
982	0.5661250125
983	0.5661164001
984	0.5660326681
985	0.5658771647
986	0.5657936448
987	0.5657600689
988	0.5656875535
989	0.5656157777
990	0.5656061834
991	0.5655175288
992	0.5654419378
993	0.5653434251
994	0.5653301323
995	0.5652769569
996	0.5651803388
997	0.5650603188
998	0.5649783691
999	0.5648476734
